participant_id,block,trial_id,stimulus,condition,is_word,syllable_length,frequency_group,frequency,log_frequency,source_realword,correct_response,key_pressed,response_label,accuracy,rt,source_file,source_encoding,row_in_file,item_id,rt_numeric,log_rt,is_timeout,is_main_trial,is_practice_trial,is_real_word,is_pseudoword,is_correct,accuracy_numeric,syllable_length_numeric,frequency_numeric,log_frequency_numeric
10,main,LDT3X4_061,thủ công mỹ nghệ,word,1,4,mid,4,1.386294361,thủ công mỹ nghệ,word,f,word,1,1.470549,10_session-001_ldt_20260522_231506.csv,utf-8-sig,65,LDT3X4_061,1.470549,0.3856358004560672,False,True,False,True,False,True,1,4,4.0,1.386294361
10,main,LDT3X4_008,điện thoại di động,word,1,4,high,14,2.6390573296152584,điện thoại di động,word,f,word,1,0.511719,10_session-001_ldt_20260522_231506.csv,utf-8-sig,66,LDT3X4_008,0.511719,-0.6699796327289119,False,True,False,True,False,True,1,4,14.0,2.6390573296152584
10,main,LDT3X4_118,giám đóc công ty,pseudoword,0,4,control,NA,NA,giám đốc công ty,nonword,j,nonword,1,0.668498,10_session-001_ldt_20260522_231506.csv,utf-8-sig,67,LDT3X4_118,0.668498,-0.40272187421723976,False,True,False,False,True,True,1,4,,
10,main,LDT3X4_068,thực phẩm chế biến,word,1,4,high,7,1.9459101490553128,thực phẩm chế biến,word,f,word,1,0.738175,10_session-001_ldt_20260522_231506.csv,utf-8-sig,68,LDT3X4_068,0.738175,-0.3035743551206422,False,True,False,True,False,True,1,4,7.0,1.9459101490553128
10,main,LDT3X4_101,nhà thiết kế,word,1,3,low,9,2.197224577,nhà thiết kế,word,f,word,1,0.466613,10_session-001_ldt_20260522_231506.csv,utf-8-sig,69,LDT3X4_101,0.466613,-0.7622550586599037,False,True,False,True,False,True,1,3,9.0,2.197224577
10,main,LDT3X4_005,loại sản phẩm,word,1,3,low,10,2.302585093,loại sản phẩm,word,f,word,1,0.623023,10_session-001_ldt_20260522_231506.csv,utf-8-sig,70,LDT3X4_005,0.623023,-0.47317184273809987,False,True,False,True,False,True,1,3,10.0,2.302585093
10,main,LDT3X4_043,đất,word,1,1,mid,138,4.927253685,đất,word,f,word,1,0.469892,10_session-001_ldt_20260522_231506.csv,utf-8-sig,71,LDT3X4_043,0.469892,-0.755252397917207,False,True,False,True,False,True,1,1,138.0,4.927253685
10,main,LDT3X4_026,lá,word,1,1,high,443,6.09356977,lá,word,f,word,1,0.35026,10_session-001_ldt_20260522_231506.csv,utf-8-sig,72,LDT3X4_026,0.35026,-1.0490795431376188,False,True,False,True,False,True,1,1,443.0,6.09356977
10,main,LDT3X4_045,hónh phúc gia đình,pseudoword,0,4,control,NA,NA,hạnh phúc gia đình,nonword,j,nonword,1,0.68857,10_session-001_ldt_20260522_231506.csv,utf-8-sig,73,LDT3X4_045,0.68857,-0.3731382956837532,False,True,False,False,True,True,1,4,,
10,main,LDT3X4_050,chợ,word,1,1,low,108,4.682131227,chợ,word,f,word,1,0.376052,10_session-001_ldt_20260522_231506.csv,utf-8-sig,74,LDT3X4_050,0.376052,-0.9780278472821713,False,True,False,True,False,True,1,1,108.0,4.682131227
10,main,LDT3X4_076,thị trườc nội địa,pseudoword,0,4,control,NA,NA,thị trường nội địa,nonword,j,nonword,1,0.982975,10_session-001_ldt_20260522_231506.csv,utf-8-sig,75,LDT3X4_076,0.982975,-0.017171591508327286,False,True,False,False,True,True,1,4,,
10,main,LDT3X4_011,sức hấp dẫn,word,1,3,mid,15,2.70805020110221,sức hấp dẫn,word,f,word,1,0.565153,10_session-001_ldt_20260522_231506.csv,utf-8-sig,76,LDT3X4_011,0.565153,-0.5706587880342626,False,True,False,True,False,True,1,3,15.0,2.70805020110221
10,main,LDT3X4_044,câu trả lời,word,1,3,high,30,3.40119738166216,câu trả lời,word,f,word,1,0.498848,10_session-001_ldt_20260522_231506.csv,utf-8-sig,77,LDT3X4_044,0.498848,-0.6954538388518666,False,True,False,True,False,True,1,3,30.0,3.40119738166216
10,main,LDT3X4_036,khoa học,word,1,2,mid,20,2.995732274,khoa học,word,f,word,1,0.451533,10_session-001_ldt_20260522_231506.csv,utf-8-sig,78,LDT3X4_036,0.451533,-0.7951068190950222,False,True,False,True,False,True,1,2,20.0,2.995732274
10,main,LDT3X4_065,bửa,pseudoword,0,1,control,NA,NA,cửa,nonword,j,nonword,1,0.601391,10_session-001_ldt_20260522_231506.csv,utf-8-sig,79,LDT3X4_065,0.601391,-0.5085099736211629,False,True,False,False,True,True,1,1,,
10,main,LDT3X4_027,hình chữ nhật,word,1,3,high,20,2.99573227355399,hình chữ nhật,word,f,word,1,0.408126,10_session-001_ldt_20260522_231506.csv,utf-8-sig,80,LDT3X4_027,0.408126,-0.8961793287247344,False,True,False,True,False,True,1,3,20.0,2.99573227355399
10,main,LDT3X4_108,tin,word,1,1,high,679,6.520621128,tin,word,f,word,1,0.553674,10_session-001_ldt_20260522_231506.csv,utf-8-sig,81,LDT3X4_108,0.553674,-0.591179213091554,False,True,False,True,False,True,1,1,679.0,6.520621128
10,main,LDT3X4_057,tình yêu đích thực,word,1,4,high,23,3.1354942159291497,tình yêu đích thực,word,f,word,1,0.613429,10_session-001_ldt_20260522_231506.csv,utf-8-sig,82,LDT3X4_057,0.613429,-0.48869075094969,False,True,False,True,False,True,1,4,23.0,3.1354942159291497
10,main,LDT3X4_051,hó,pseudoword,0,1,control,NA,NA,gió,nonword,j,nonword,1,0.502513,10_session-001_ldt_20260522_231506.csv,utf-8-sig,83,LDT3X4_051,0.502513,-0.6881337687367794,False,True,False,False,True,True,1,1,,
10,main,LDT3X4_091,mẹ chồng nàng hâu,pseudoword,0,4,control,NA,NA,mẹ chồng nàng dâu,nonword,f,word,0,0.934745,10_session-001_ldt_20260522_231506.csv,utf-8-sig,84,LDT3X4_091,0.934745,-0.06748151416302313,False,True,False,False,True,False,0,4,,
10,main,LDT3X4_012,nước uống thé thao,pseudoword,0,4,control,NA,NA,nước uống thể thao,nonword,j,nonword,1,1.098669,10_session-001_ldt_20260522_231506.csv,utf-8-sig,85,LDT3X4_012,1.098669,0.09409944716326801,False,True,False,False,True,True,1,4,,
10,main,LDT3X4_100,luật pháp,word,1,2,mid,26,3.258096538,luật pháp,word,f,word,1,0.932935,10_session-001_ldt_20260522_231506.csv,utf-8-sig,86,LDT3X4_100,0.932935,-0.06941974830018091,False,True,False,True,False,True,1,2,26.0,3.258096538
10,main,LDT3X4_010,hệ thóng,pseudoword,0,2,control,NA,NA,hệ thống,nonword,j,nonword,1,0.70843,10_session-001_ldt_20260522_231506.csv,utf-8-sig,87,LDT3X4_010,0.70843,-0.34470402501475783,False,True,False,False,True,True,1,2,,
10,main,LDT3X4_034,vản hóa,pseudoword,0,2,control,NA,NA,văn hóa,nonword,j,nonword,1,0.637879,10_session-001_ldt_20260522_231506.csv,utf-8-sig,88,LDT3X4_034,0.637879,-0.44960666879657746,False,True,False,False,True,True,1,2,,
10,main,LDT3X4_053,loại sản phám,pseudoword,0,3,control,NA,NA,loại sản phẩm,nonword,j,nonword,1,1.102108,10_session-001_ldt_20260522_231506.csv,utf-8-sig,89,LDT3X4_053,1.102108,0.09722470955844491,False,True,False,False,True,True,1,3,,
