lexical_item,frequency,log_frequency,syllable_length,source_file,keep_status,filter_reason,warning_flag
tokyo,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
ghim,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
acid,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
khang,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
saba,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
banh,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
arosa,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
viet,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
voan,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
bong,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
tara,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
room,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
caltex,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
tran,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
sanyo,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
lavabo,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
tnhh,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
card,5,1.6094379124341005,1,unigrams_frequency.csv,keep,kept_after_rule_filter,possible_named_entity_or_foreign
