data_notice,real_data_notice,source_files,participants,rows,main_rows,valid_rt_rows,mean_rt,median_rt,sd_rt,mean_accuracy
SIMULATED DATA — NOT REAL PARTICIPANT DATA,REAL PILOT DATA — NOT SIMULATED,4,3,157,141,154,0.8245171363636363,0.7680355000000001,0.28725627793024955,0.9363057324840764
