participant_id,block,trial_id,stimulus,condition,is_word,syllable_length,frequency_group,frequency,log_frequency,source_realword,correct_response,key_pressed,response_label,accuracy,rt
44,practice,PRACTICE_003,gh? dá,word,1,2,practice,NA,NA,gh? dá,word,f,word,1,0.798862
44,practice,PRACTICE_002,m?o,pseudoword,0,1,practice,NA,NA,mèo,nonword,f,word,0,0.692075
44,practice,PRACTICE_004,t? l?nh,pseudoword,0,2,practice,NA,NA,t? l?nh,nonword,j,nonword,1,0.594267
44,practice,PRACTICE_001,mèo,word,1,1,practice,NA,NA,mèo,word,f,word,1,0.617906
44,main,LDT3X4_053,lo?i s?n phám,pseudoword,0,3,control,NA,NA,lo?i s?n ph?m,nonword,j,nonword,1,0.853658
44,main,LDT3X4_002,núi,word,1,1,low,31,3.433987204,núi,word,f,word,1,0.474885
44,main,LDT3X4_081,nghiên c?u khoa h?c,word,1,4,low,3,1.098612289,nghiên c?u khoa h?c,word,f,word,1,0.772719
44,main,LDT3X4_040,mat,pseudoword,0,1,control,NA,NA,m?t,nonword,j,nonword,1,0.610305
44,main,LDT3X4_033,d?ng nghi?p,word,1,2,high,45,3.80666249,d?ng nghi?p,word,f,word,1,0.421085
44,main,LDT3X4_067,v?t,word,1,1,mid,252,5.529429088,v?t,word,f,word,1,0.485372
44,main,LDT3X4_001,b?c vi?n,pseudoword,0,2,control,NA,NA,b?nh vi?n,nonword,j,nonword,1,0.655633
44,main,LDT3X4_015,h? th?ng,word,1,2,high,37,3.610917913,h? th?ng,word,f,word,1,0.340532
44,main,LDT3X4_029,máy nu?c nóng,word,1,3,low,6,1.791759469,máy nu?c nóng,word,f,word,1,0.801943
44,main,LDT3X4_048,di?n dàn qu?c t?,word,1,4,low,4,1.386294361,di?n dàn qu?c t?,word,f,word,1,0.604707
44,main,LDT3X4_046,ho?t d?ng xã h?i,word,1,4,mid,5,1.609437912,ho?t d?ng xã h?i,word,f,word,1,0.793115
44,main,LDT3X4_061,th? công m? ngh?,word,1,4,mid,4,1.386294361,th? công m? ngh?,word,f,word,1,0.579184
44,main,LDT3X4_087,cu?c hôn nhâc,pseudoword,0,3,control,NA,NA,cu?c hôn nhân,nonword,j,nonword,1,0.940597
44,main,LDT3X4_004,trính d? h?c v?n,pseudoword,0,4,control,NA,NA,trình d? h?c v?n,nonword,j,nonword,1,0.997280
44,main,LDT3X4_027,hình ch? nh?t,word,1,3,high,20,2.99573227355399,hình ch? nh?t,word,f,word,1,0.497387
44,main,LDT3X4_089,lâ,pseudoword,0,1,control,NA,NA,lá,nonword,j,nonword,1,0.756941
44,main,LDT3X4_098,s?ng,pseudoword,0,1,control,NA,NA,sông,nonword,j,nonword,1,0.656060
44,main,LDT3X4_118,giám dóc công ty,pseudoword,0,4,control,NA,NA,giám d?c công ty,nonword,j,nonword,1,0.877684
44,main,LDT3X4_106,mu,word,1,1,low,47,3.850147602,mu,word,f,word,1,0.579139
44,main,LDT3X4_076,th? tru?c n?i d?a,pseudoword,0,4,control,NA,NA,th? tru?ng n?i d?a,nonword,j,nonword,1,1.168963
44,main,LDT3X4_117,co s? s?n xu?t,word,1,4,low,3,1.098612289,co s? s?n xu?t,word,f,word,1,0.961696
